content,_id,like_counts,ip_location,created_at,total_number,user_name,gender,content_length
产检先免费 产假再跟上 再说[喵喵],5094783020959725,1,河南,Tue Oct 29 11:59:51 +0800 2024,0,Everinyi,m,18
女性生育费用全免，然后还要给补贴，优化教育环境,5094782990813101,1,广东,Tue Oct 29 11:59:44 +0800 2024,0,来啦开心心,m,23
生个孩子不难，可是教育成本太大了,5094782959621050,1,江苏,Tue Oct 29 11:59:37 +0800 2024,0,盈囡添宝,f,16
社会前景困难，自然生育意愿大大降低,5094782934452241,1,江苏,Tue Oct 29 11:59:31 +0800 2024,0,清和雨初晴,f,17
生完的补贴能给补上不,5094782852663404,1,辽宁,Tue Oct 29 11:59:11 +0800 2024,0,隐匿的微风,m,10
算了吧。。。。,5094782847684164,1,山西,Tue Oct 29 11:59:10 +0800 2024,0,v薇爱前行,f,7
那批二胎罚款的怎么处理，退款？,5094782718968639,1,山东,Tue Oct 29 11:58:38 +0800 2024,0,哇塞女孩吴大胆,f,15
买房能读好的公立初中，没房只能读镇上私立初中，教育占比多少支出,5094782697737678,1,浙江,Tue Oct 29 11:58:34 +0800 2024,0,抨击社会毒瘤,m,31
现在独生子女还有陪护假，让我们这种2个的怎么办,5094782591832352,1,浙江,Tue Oct 29 11:58:09 +0800 2024,0,A梦Amo,f,23
当年计划生育缴的罚款来补贴了吗？,5094782569546817,1,福建,Tue Oct 29 11:58:03 +0800 2024,0,囧园,m,16
路走错了，敢生的不差这，不敢生还是不敢,5094782407281529,1,河北,Tue Oct 29 11:57:25 +0800 2024,0,不看别推,m,19
感觉这世界太乱了。欺凌。拐卖。七情六欲，生离死别。。人心太复杂。背叛，婚都不结，生孩子，孩子来到世界遭罪。自己都受不了。不想让孩子来世界体验痛苦。,5094782106075220,2,湖南,Tue Oct 29 11:56:12 +0800 2024,0,向灏颖c,m,73
这个社会问题不是你一点补贴能解决的,5094782080387416,1,天津,Tue Oct 29 11:56:07 +0800 2024,0,小爽爽688,m,17
先保证双休，限制加班吧,5094781917596965,1,广东,Tue Oct 29 11:55:28 +0800 2024,0,无聊发发子,f,11
哎，80后儿时经历了躲难，长大后经历了被催生。合着就80后全背锅[泪],5094781719677273,2,河南,Tue Oct 29 11:54:41 +0800 2024,0,康妮-Conney,f,35
一次性生育补贴500还没发呢，办个补贴需要一大堆证件，哪个不齐都不给[笑cry],5094781681668489,1,山东,Tue Oct 29 11:54:32 +0800 2024,0,往事随风92927,f,40
其实没必要，不生的人看不上那仨瓜俩枣，生的人不鼓励也会生[允悲],5094781523332454,2,广东,Tue Oct 29 11:53:54 +0800 2024,0,三天打鱼两天晒网--,m,32
诚信这个事情吧，社保已经给了很好的答案了！,5094781489252692,1,重庆,Tue Oct 29 11:53:46 +0800 2024,0,不会飞的猫oo,m,21
什么时候实施，生育检查太费钱了。,5094781164192983,1,四川,Tue Oct 29 11:52:28 +0800 2024,0,寄愉苍穹,f,16
普通人能拿到吗[doge],5094781107833191,1,浙江,Tue Oct 29 11:52:15 +0800 2024,0,斯蒙SmoON,m,13
什么时候实现,5094781045181736,1,广东,Tue Oct 29 11:52:00 +0800 2024,0,小油菜木木,m,6
婚假太短[泪]，结婚都没有时间，就更不要说生小孩了[允悲],5094780775697833,1,四川,Tue Oct 29 11:50:56 +0800 2024,0,猫猫超人南波湾,m,29
读书升学变态的辛苦，好好把养育孩子的大环境改变下，自然而然会有人生,5094780737949203,4,四川,Tue Oct 29 11:50:47 +0800 2024,0,依兰LY,f,33
少生优生，幸福一生,5094780154938081,1,湖北,Tue Oct 29 11:48:28 +0800 2024,0,性感的热干面,m,9
不只是钱的问题，上学需要的更多,5094779988216740,1,上海,Tue Oct 29 11:47:48 +0800 2024,0,绿色树儿,f,15
生多了养不起，主要是，哎，病不起，上学上不起，工资又低,5094779348060609,1,河北,Tue Oct 29 11:45:15 +0800 2024,0,Kkk越,f,27
在北京交满15年社保，能不能换孩子在北京上高中和考大学的机会！要么就放弃事业，要么就让孩子做留守儿童，这就是国家的鼓励生育啊？？！！,5094781736715287,2,北京,Tue Oct 29 11:54:45 +0800 2024,0,师若涵,f,66
恭喜您中了兰博基尼10元购车优惠劵,5094782029792002,2,上海,Tue Oct 29 11:55:54 +0800 2024,0,thunder20130619,m,17
生一个孩子帮我养到28谢谢,5094779816252018,2,浙江,Tue Oct 29 11:47:07 +0800 2024,0,不负_c,f,13
养娃成本的确太高了,5094788447077990,1,福建,Tue Oct 29 12:21:25 +0800 2024,0,夏洛克-小法,m,9
少生优生幸福一生,5094785507657776,1,湖南,Tue Oct 29 12:09:44 +0800 2024,0,Qaralink,f,8
给我10w我也不生，房子都买不起彩礼给不起,5094783254533142,1,辽宁,Tue Oct 29 12:00:47 +0800 2024,0,魔鬼的servant,m,21
重点是产假吧男女产假[doge]公司落实，净整一些不痛不痒的……[doge],5094782408066174,1,辽宁,Tue Oct 29 11:57:25 +0800 2024,0,落入俗套,m,38
不能可着 8090 一直薅羊毛吧…独生子女，赡养老人，生育三孩，延迟退休，全是独生子女的 8090 这一代！,5094781784953645,1,天津,Tue Oct 29 11:54:57 +0800 2024,0,独一代儿,f,54
快拉到吧，省吃俭用给孩子报个游泳课想着锻炼一下身体，课没上几节商家跑路了，单一个城市涉及金额上千万，政府踢皮球，问就是在处理在核实，实际经营人还耀武扬威的挑衅家长！还降低生育成本教育成本呢，孩子天天吵着要去游泳，都没法给孩子解释为什么她不能去游泳了,5094783812371343,1,河北,Tue Oct 29 12:03:00 +0800 2024,0,吐泡的blue,f,124
一看你就是西方走狗，打舆论战的,5094782274111696,1,北京,Tue Oct 29 11:56:53 +0800 2024,0,哪颗星适合,m,15
不是啊，生了谁带，国家出人免费带吗，放学4点谁接，6点才下班，甚至是加班到十点。总说没有用的，不从根本上解决问题,5094851203563999,0,山东,Tue Oct 29 16:30:47 +0800 2024,0,七元老师,m,56
谁来看看独生子女[泪],5094833903633540,0,上海,Tue Oct 29 15:22:03 +0800 2024,0,Xxv44-11,f,11
公司社保都不给交,5094838045250022,1,贵州,Tue Oct 29 15:38:30 +0800 2024,0,ALONETi7,m,8
至少生育奖励全国统一吧，不是每个人都有生育险的,5099029824536786,0,广东,Sun Nov 10 05:15:08 +0800 2024,0,princess1k,f,23
体制内的多生生吧 房也多买几套 也只有她们能朝九晚五工作稳定 [拜拜][拜拜][拜拜],5095131271404263,0,江苏,Wed Oct 30 11:03:41 +0800 2024,0,凛Lin丶,m,43
请保姆一个月五千，谁想生,5094856161234028,0,江苏,Tue Oct 29 16:50:29 +0800 2024,0,旷达海豚在赏画,m,12
教育成本那么高，异地还要买房迁户才能上学,5094853064527673,0,广东,Tue Oct 29 16:38:11 +0800 2024,0,公子莫湜,f,20
前两年这样我应该会生的，但是现在孩子大了，感觉年龄差太大了，不好玩了,5094839353346934,0,山东,Tue Oct 29 15:43:42 +0800 2024,0,卡的八音,f,34
发点课外班补贴券吧，有娃家庭都能用到，而且能精准补贴到孩子身上,5094838108947851,0,辽宁,Tue Oct 29 15:38:45 +0800 2024,0,雪夜中的客船,m,31
记得以前看过某地的新闻，生小孩有生育补贴，结果生下来了领不到钱，当地的发布文件说也是有补贴的，记者一打电话问，具体措施没出来呢。,5094834425828158,0,北京,Tue Oct 29 15:24:07 +0800 2024,0,IT爱好者_大亮,m,64
没啥实质性内容，真金白银拿出来，一年几万？一直发到18岁？有么，没有就算了,5094833267672779,0,江苏,Tue Oct 29 15:19:31 +0800 2024,0,元素周期表YEAH,f,37
现在就是喊口号,5094831116782383,0,广西,Tue Oct 29 15:10:58 +0800 2024,0,一个平凡普通独孤人,m,7
本人上班十年交了十年生育险，但是离职再去生孩子，就领不到生育险，有多少人为了生育险在苦苦撑着工作。现在只要你怀孕了，你同事领导就给你脸色看。要不是为了生育险谁还上班呢[汗]强烈要求给灵活就业也上生育险，生育险可以累计，不然交了十几年全给别人做贡献了,5094795858674106,0,福建,Tue Oct 29 12:50:51 +0800 2024,0,回忆如夏92685,m,124
说好的龙年出生率回升呢，等来了文件,5094795691166360,0,江苏,Tue Oct 29 12:50:12 +0800 2024,0,毛毛虫爱吃青菜叶,m,17
有得吃穿就可以了[偷笑][偷笑][偷笑],5094795265708854,0,广东,Tue Oct 29 12:48:31 +0800 2024,0,Dreamer耐你,f,20
6点下班孩子四点放学，孩子在家准备好晚餐等我回家是吧？,5094795095575556,0,广东,Tue Oct 29 12:47:50 +0800 2024,0,蔡文姬很大的,f,27
哈哈哈 难道大家不生小孩是差生育津贴这点钱吗[二哈],5094794626076636,0,福建,Tue Oct 29 12:45:58 +0800 2024,0,岑儿hl,f,26
一直在降低成本，但感觉没降到我们头上，咬呀生了个孩子，没法带，没法管。憋屈和老人住一起，谁都憋屈，老人还有2孩子，谁都辛苦。,5094794477175266,0,重庆,Tue Oct 29 12:45:22 +0800 2024,0,zhangbxue,f,62
你们快生啊[送花花]不然我们师范生教什么[允悲][doge],5094794290266852,0,广东,Tue Oct 29 12:44:37 +0800 2024,0,莲花花fairy,f,30
人家生四胎五胎的别罚款就行,5094794009510759,0,江苏,Tue Oct 29 12:43:31 +0800 2024,0,-清-流,m,13
官方都不敢开评论。都设置评论精选了[哈哈][哈哈][哈哈][哈哈]说明啥？都不敢听我们底层老百姓的声音[摊手]荒唐可笑,5094793862453147,0,广东,Tue Oct 29 12:42:56 +0800 2024,0,叮当和甜茶,f,59
就一条。生育险是单位买的，生育津贴都是直接报在单位账户上，由单位给个人，有几个单位能全数给到个人手上，都是以各种理由克扣。,5094793806086510,0,四川,Tue Oct 29 12:42:42 +0800 2024,0,糖糖lotty,f,61
只生一个好，国家来养老！,5094793586151318,0,四川,Tue Oct 29 12:41:50 +0800 2024,0,追梦逍遥2011,m,12
凭啥叫我们这一代拼命生，之前还生个还罚款,5094793267121365,0,浙江,Tue Oct 29 12:40:34 +0800 2024,0,独木桥Cloris,f,20
不是 什么好单位都限定年龄35岁以下 但是催生倒是年龄不限 生了谁养 靠一星半点的补贴吗,5094793199751310,0,江西,Tue Oct 29 12:40:18 +0800 2024,0,分你半个吻hhhhh,f,44
能生的和即将能生的这一批 大量失业哟[doge],5094793069200647,0,山西,Tue Oct 29 12:39:47 +0800 2024,0,皮卡璇,f,24
字谁不会敲？漂亮话谁都会说[允悲]还不是又在为自己谋福利……,5094792990298135,0,广东,Tue Oct 29 12:39:28 +0800 2024,0,生性凉薄美少女,f,30
[允悲][允悲]谁敢生，谁来带，样样都要钱，35岁的都去干铁人三项，谁特么有机会繁衍后代，没起义已经很好了，别折腾了,5094792979547724,0,广东,Tue Oct 29 12:39:25 +0800 2024,0,风火雷电-郑少峰,m,58
计划生育功在当代，利在千秋。,5094792878887010,0,广西,Tue Oct 29 12:39:02 +0800 2024,0,曾小勤666,m,14
要想富，先修路，少生孩子多种树,5094792781107507,0,广西,Tue Oct 29 12:38:38 +0800 2024,0,曾小勤666,m,15
来点实在的吧，全是虚的,5094792761704944,0,四川,Tue Oct 29 12:38:33 +0800 2024,0,迅哥吃瓜,m,11
赶紧生吧 社会劳动力不够了 年轻人都想享福了,5094792617265612,0,安徽,Tue Oct 29 12:37:59 +0800 2024,0,秋月无边Vicky,f,22
我们独生子女怎么办 要养孩子  以后还要养四个老人,5094792461027398,0,江苏,Tue Oct 29 12:37:22 +0800 2024,0,谁的迷妹掉了d,f,25
没有生育险的，就靠新农合报销那点钱够干什么的，生都生不起别说养了,5094792381335069,0,山东,Tue Oct 29 12:37:03 +0800 2024,0,与眠777,f,32
没有生孩子的打算，养不起,5094791672501021,0,重庆,Tue Oct 29 12:34:14 +0800 2024,0,木夏先生,m,12
少生优生，幸福一生,5094791652313354,0,四川,Tue Oct 29 12:34:09 +0800 2024,0,h3mmk,m,9
先把现在的养育成本降下来，自然就有人生了,5094791587303696,0,天津,Tue Oct 29 12:33:54 +0800 2024,0,sunny_微尘,f,20
我爱我的孩子，但从来一次，选择不生。,5094791572099136,0,重庆,Tue Oct 29 12:33:50 +0800 2024,0,眼偂人是心上人,m,18
现在居民医保都涨到四百了，啥都越来越贵了,5094791345607036,0,广东,Tue Oct 29 12:32:56 +0800 2024,0,燕麦jim,f,20
把计划生育罚款还了,5094791086083620,0,山东,Tue Oct 29 12:31:54 +0800 2024,0,Answer101010,m,9
就这就业率和薪资水平，高昂的房价和卷死的教育制度和风气，谁愿意啊[泪][泪][泪],5094790745821296,0,北京,Tue Oct 29 12:30:33 +0800 2024,0,淡月梨花落,f,41
说好的，独生子女好，政府来养老呢。,5094790630742286,0,湖北,Tue Oct 29 12:30:06 +0800 2024,0,冬至你吃饺子了嘛,f,17
别说吃喝，光上学一个孩子就无底洞。别坑了，。,5094790330319397,0,山东,Tue Oct 29 12:28:53 +0800 2024,0,愛癒飛33751,m,22
不怕生，其实最怕养，就作业这项害怕的要死[允悲],5094790120605922,0,浙江,Tue Oct 29 12:28:04 +0800 2024,0,倔强的淑芬,f,24
一个支原体，都能劝退我二胎[允悲],5094790085480067,0,辽宁,Tue Oct 29 12:27:56 +0800 2024,0,2024豆豆平安健康快乐成长,f,17
我爸爸现在住院了，我幸亏没孩子，要不然怎么弄呀！护工比我工资都高，但我也不能不上班呀！,5094790027020178,0,北京,Tue Oct 29 12:27:42 +0800 2024,0,四角豆公主,f,43
把房子解决了人口不就上去了，净搞些没用的,5094790018368842,0,江西,Tue Oct 29 12:27:39 +0800 2024,0,林笑笑sunny,f,20
生活压力让人没有性欲,5094790012079476,0,湖北,Tue Oct 29 12:27:38 +0800 2024,0,卷饼然,f,10
办公楼隔壁是一所小学，6点下班看到没人接的孩子坐在学校门口地上。已经天凉了[doge],5094789920590100,0,浙江,Tue Oct 29 12:27:16 +0800 2024,0,倔强的淑芬,f,43
先把教育改革了吧，金钱成本好解决，心理精神成本太大，家长累，孩子更累[泪],5094789646650092,0,山东,Tue Oct 29 12:26:11 +0800 2024,0,大骏养了只柴,f,37
我最近失去了工作，再找工作，很多公司面试表都要你填已婚未婚多少孩，单30+未婚未育女性太难了，工作都不给我们提供保障，公务员都带头不要35岁以上，还想提高生育[笑cry][笑cry][笑cry]...,5094789362483209,0,广东,Tue Oct 29 12:25:02 +0800 2024,0,柚子柚子丶花花花,m,100
人口质量要提高，人口数量要减少,5094789329197693,2,广东,Tue Oct 29 12:24:55 +0800 2024,0,emo_fatman,m,15
天天加班，上六休一，一天有多少时间陪家里人啊？,5094789236920033,0,江西,Tue Oct 29 12:24:33 +0800 2024,0,13号的大胡子,m,23
纸上谈兵我也会，别光说不练啊？[怒][怒][怒],5094789109776854,0,甘肃,Tue Oct 29 12:24:02 +0800 2024,0,上官云静8,f,24
有什么补贴？不会三瓜两枣算个补贴吧？[doge],5094789085659541,0,广西,Tue Oct 29 12:23:56 +0800 2024,0,一个土豆儿333,f,24
失业没钱养多了下一代都是苦逼牛马,5094788896394674,0,上海,Tue Oct 29 12:23:12 +0800 2024,0,细踝不语,f,16
回复@啊森72836:实在[老师夸夸],5094786942632876,0,广东,Tue Oct 29 12:15:26 +0800 2024,0,洪可爱和黄帅气,f,19
少生优生，幸福一生,5094786939751446,0,广西,Tue Oct 29 12:15:26 +0800 2024,0,酒梦醒了,m,9
正八经的一点没说，都是面上的套话[笑cry],5094786815495919,0,山东,Tue Oct 29 12:14:56 +0800 2024,0,是可爱的锦鲤小宝贝啊,f,22
少生孩子多种树[doge],5094786765424261,0,广东,Tue Oct 29 12:14:44 +0800 2024,0,SZ涅磐,f,13
解决不了根本问题，产检全免费，小升初，初升高都应该义务教育，这是最起码的，中考高考谁消耗的起？,5094786601845026,0,湖北,Tue Oct 29 12:14:04 +0800 2024,0,BabyGirl女王,f,47
呵呵，婚都结不起了还生,5094786530542240,0,广东,Tue Oct 29 12:13:47 +0800 2024,0,We斯理,m,11
叫明星，富人什么的多生几个[允悲],5094786085946960,1,广东,Tue Oct 29 12:12:02 +0800 2024,0,拓荒BZ,m,17
这个政策跟民营企业的牛马们有关系吗？,5094785019025124,0,浙江,Tue Oct 29 12:07:48 +0800 2024,0,飒飒719,f,18
不想生的也不是因为没有这个补贴而不生，建议专家们听听年轻人的心声，他们为什么不想生，别整天坐在家里想[挖鼻],5094785020332575,0,天津,Tue Oct 29 12:07:48 +0800 2024,0,一公斤的固执,f,54
产假已结束，六千的工资，四千的保姆，还敢要二胎？,5094784811143733,0,湖南,Tue Oct 29 12:06:58 +0800 2024,0,牛牛和妈妈天下第一好,m,24
掐着你脖子给你加油,5094852356998042,0,北京,Tue Oct 29 16:35:21 +0800 2024,0,L1yang啊,m,9
等以后住了别墅再说吧[允悲][允悲][允悲],5094810205817730,0,河北,Tue Oct 29 13:47:53 +0800 2024,0,我的快乐堡,m,22
法拉利优惠卷这不是就来了吗[doge][doge],5094807869591906,0,甘肃,Tue Oct 29 13:38:36 +0800 2024,0,國民大先生_1911,m,25
到现在他们都想不明白不生的原因,5094803677383702,0,广东,Tue Oct 29 13:21:56 +0800 2024,0,打工人没有ling魂,f,15
生完孩子，上学问题怎么办？学区学区的，现在提起这个就头疼。,5094800424700368,0,浙江,Tue Oct 29 13:09:01 +0800 2024,0,依然挚爱轩哥,m,29
生育一切都免费顺产破腹产麻药都免费,5094799755182088,0,湖北,Tue Oct 29 13:06:20 +0800 2024,0,随机取名振刀怪,m,17
[doge],5094794348987695,0,上海,Tue Oct 29 12:44:52 +0800 2024,0,nidewodetadeyiqilai,f,6
生吧生吧，生多点，不然以后我的养老金谁给我交啊,5094792132301696,2,广西,Tue Oct 29 12:36:04 +0800 2024,0,颓废的小梁,f,23
都是扯，执行起来难上加难,5094834063017822,0,江苏,Tue Oct 29 15:22:41 +0800 2024,0,你的超级闪电,m,12
一切都在男女双方正常工作并且参保的基础上，这个就排除了很多人,5094824245726640,0,江苏,Tue Oct 29 14:43:40 +0800 2024,0,悦己----女王,f,30
未婚未育的女性不还是受到歧视,5094815282497333,0,四川,Tue Oct 29 14:08:03 +0800 2024,0,小太阳要上天啦,f,14
再怎么辅助生殖也辅助不了不想生的人，要从怎么让更多的年轻人有稳定的工作、收入预期上下手，要深入医疗、教育、养老改革，让年轻人无后顾之忧！,5094791329874284,0,河南,Tue Oct 29 12:32:51 +0800 2024,0,高星阁,m,68
钱还是次要的 生下来谁带啊 动不动996 95 00的父母也都还没退休呢吧 啥家庭天天用保姆啊,5094788913955088,2,北京,Tue Oct 29 12:23:15 +0800 2024,0,北城不夏-R,m,47
不利于团结的话不要说[doge],5094786547322578,1,北京,Tue Oct 29 12:13:52 +0800 2024,0,ocoolAI,m,16
最出色的计划生育政策是猛涨生活成本，而不是规定，知道会有这么一天，保出生人口还是让贫富差距变大，基本无解[doge],5094785419839314,1,湖北,Tue Oct 29 12:09:23 +0800 2024,0,一颗大白菜丷乀,m,58
肉眼可见的急了，怎么这么红温这么破防[哈哈],5094784168886691,1,上海,Tue Oct 29 12:04:24 +0800 2024,0,你都关注李春姬了我让让你吧,m,22
先落实生育保险男的可以给老婆用呗[doge],5094783648796616,1,北京,Tue Oct 29 12:02:21 +0800 2024,0,限定动物园,f,22
能不能对生第一胎的也补助一点啊。产检费该降低的降低点。,5094783626514244,1,贵州,Tue Oct 29 12:02:16 +0800 2024,0,用户7361852716,m,27
2011年生一胎，要求我们这些当妈的上环才给上户口，开放二胎也是产检大部份也要收费，现在又想我们生三胎。。。年轻一代的婚都不想结了，别说生娃,5094782420386931,1,广东,Tue Oct 29 11:57:28 +0800 2024,0,用户6252732430,f,70
根没治 有啥用,5094782328378031,1,江苏,Tue Oct 29 11:57:06 +0800 2024,0,用户7903152151,f,7
穷人才是富人的真正财富,5094781917071688,2,海南,Tue Oct 29 11:55:28 +0800 2024,0,淡无M,m,11
幼儿园可以纳入义务教育吗,5094781473261015,1,浙江,Tue Oct 29 11:53:42 +0800 2024,0,用户5822942895,m,12
#生育补贴# 又在骗穷人生孩子。傻子才上当受骗。事实证明穷人不适合多生，多生一个都是负担与累赘。到头来抢那点财产，妒忌那点嫁妆彩礼，反目成仇，为了孝敬父母 买2斤豆腐都要AA平摊。可笑可悲,5094822503519837,0,广东,Tue Oct 29 14:36:45 +0800 2024,0,ljy620yet,f,94
别告诉我生一个孩子给5000块，笑死，这样我会觉得很弱智,5094815314478575,0,广东,Tue Oct 29 14:08:11 +0800 2024,0,小鹿茶楼,m,28
给原配保障，让小三的儿子分不到财产，让出轨男判刑，净身出户，让小三也承担责任,5094805716076910,0,广东,Tue Oct 29 13:30:02 +0800 2024,0,精神病院管事,m,38
产检都收费，尽玩虚的,5094793923530548,0,贵州,Tue Oct 29 12:43:11 +0800 2024,0,做个匠人123,m,10
@雷军   @小米   @淘宝  @天猫  @小米汽车@小米服务 小米是垃圾产品，产品只要是过保一天，都不会提供任何付费维修，不会提供任何配件，只能选择付费换新，太垃圾,5094789588452761,0,上海,Tue Oct 29 12:25:57 +0800 2024,0,渔鱼777a,m,84
真的是阴间政策一个接一个，人事一个都不干，把大家都当成牛马是吧～吃干宰净还不够～还要你生产更多的牛吗，接着吸血接着吃肉吗？,5094788409852533,1,广东,Tue Oct 29 12:21:15 +0800 2024,0,次核桃不吐核桃皮,m,61
先管一下用人单位辞退孕妇，怀孕期间工资？还有产假？陪产假？先解决了用人单位的问题再来提生育率，生育成本没解决，更不要提以后的教育成本了[笑cry],5094786837515654,0,重庆,Tue Oct 29 12:15:01 +0800 2024,0,米桃子_trust,f,73
这些公告不是之前就发过了，拿出点实际来，没韭菜割了？倒是提工资啊，光喊不出力，滚蛋,5094821278517740,1,广西,Tue Oct 29 14:31:53 +0800 2024,0,和平扫地僧,f,41
前提是你要让每位男的能娶！上！媳！妇！现在很多地方彩礼很天价！怎么解决？现在江西上饶地区彩礼最低价都已经干到两百七十多万了！上饶彩礼最高价一千八百八十八万！请问天价彩礼怎么治理？扶弟魔们怎么应对！？,5094799376125444,0,江苏,Tue Oct 29 13:04:51 +0800 2024,0,青青荷叶爱莲说,m,99
最重要的是要打击以不生少生为主题的自媒体，这玩意太带风向了,5094839152541938,230,山东,Tue Oct 29 15:42:53 +0800 2024,33,猛犸读书,m,29
给予战略重视，拿出当年计划生育的力度，一定能扭转。,5094839676832442,97,湖北,Tue Oct 29 15:44:59 +0800 2024,54,慢活的农夫生活,m,25
其实我觉得未来科技进步，根本不需要这么多劳动力，目前很多人觉得穆斯林和黑人生育率很高，不到200年就会占领全世界，但是有没有一种可能，他们还没有占领全世界的时候就会因为人口太多而产生各种矛盾，战乱，人口盛极而衰,5094839687316603,9,广东,Tue Oct 29 15:45:01 +0800 2024,27,暖羊羊的好心情,f,105
打击宣扬不婚不育的自媒体有必要，可是普通人也会有自己的判断：你愿意自己的孩子一生下来就喝毒奶粉？愿意他吃地沟油、矿物混合油和各种添加剂？愿意他一天十几个小时呆在教室里连课间上厕所的时间都没有，小小年纪都得了抑郁症？愿意他和你一样做牛马做韭菜接着你的班去还房贷？一辈子没有尊严的活着,5094886464554993,17,广东,Tue Oct 29 18:50:54 +0800 2024,16,用户7390451422,m,140
官场！官场腐败，教育！教育腐败，医疗！医疗腐败，食品安全一塌糊涂，连领养老金都分三六九等，问题在于年青人对现在的制度，社会风气感到失望，对未来没有盼头,5094949768400621,19,广东,Tue Oct 29 23:02:27 +0800 2024,42,WUKEFIVE,m,75
多子多福，不变的真理,5094838942564792,33,河北,Tue Oct 29 15:42:03 +0800 2024,7,佛献世,m,10
人工智能和生育天生就是对立的，请问如果人工智能后面越来越发展工作岗位越来越少，后面这些多出来的人要用来干什么？为爱发电么？,5094840578869100,12,北京,Tue Oct 29 15:48:34 +0800 2024,13,麻省彦祖,f,61
三座大山不解决，老百姓生不起。贫富差距越来越大！说经济不好，小区商埔涨价，商家租不起了，房东空着一年多了，小区5，6家都空着大半年一年。何必呢？贫富差距，房东不差钱！另一个学费，公立还好，东莞初中高中私立一学期3万多，初中3.3万，今年一学期涨了3-4千，都涨！最后看病，医疗就不说了。,5095077108777218,6,广东,Wed Oct 30 07:28:26 +0800 2024,31,易健jian,m,143
有兄弟姐妹的70后想生还要被巨额罚款，独生子女的80后，90后觉得一个人长大就挺好，00后自己都养活不起。自食恶果，肉食者生吧[并不简单],5094876260338686,28,山东,Tue Oct 29 18:10:21 +0800 2024,3,布丁麻麻的老公,m,69
要把舆论导向改过来！,5094838691432702,18,广东,Tue Oct 29 15:41:04 +0800 2024,1,海生20191022,m,10
到底是因为自媒体炒作不生，还是因为年轻人负担压力太大不生？如果按博主逻辑，所有医院只要堵住喊疼病人的嘴，所有疾病自然就治好了。,5094976927040573,29,江苏,Wed Oct 30 00:50:22 +0800 2024,1,风之子卡尼吉亚007,m,63
所以打击女权，女性回归家庭，人人有责！,5095256179868683,0,重庆,Wed Oct 30 19:20:01 +0800 2024,10,活下来的免疫力非常强的人,m,19
可是现实中很多人都靠放大阴暗面和极端例子来博取流量！,5094839297510776,10,广东,Tue Oct 29 15:43:29 +0800 2024,0,阳光里晒干香芋味回忆,m,26
这几年明显舆论都在渲染男女对立、不婚不育，就不明白上面为什么会放任不管,5094873902612692,3,广东,Tue Oct 29 18:00:58 +0800 2024,5,菊姐姐微博,f,35
要弘扬中国传统文化！母以子女为贵，妈妈地位尊崇。家族互助兴旺发达。华人犹太人都重视家族传承。,5094895333148896,3,广东,Tue Oct 29 19:26:08 +0800 2024,0,股道热肠也,m,46
主要还是生育成本比较高，地方政府把房价和学区挂钩，为了卖地，孩子内卷，想考个好高中大学，补课费都得几十万，如果不生孩子一个月可以省三四千一个孩子，自己生活完全就没有这些压力了，生不生不是导向的问题，现实才是最好的避孕药,5095090923765833,7,辽宁,Wed Oct 30 08:23:20 +0800 2024,3,柏灬贺,m,109
还得加一条：对微博等信息和社交平台痛加整治，不能完全由资本控制。资本可以享有商业收益权，但不能获得舆论和意识形态控制权。整治的方法多着呢，关键问题是重视不重视、敢不敢担责。,5094841148769998,3,广东,Tue Oct 29 15:50:50 +0800 2024,2,喵星总督2022,m,86
都没说到关键点，或者说都在回避焦点。大部分人在算账以后，多数选择1、2个孩子。不要孩子或超过3个的都是少数，因女权因素影响绝不是主要的。,5094887547210900,9,安徽,Tue Oct 29 18:55:12 +0800 2024,1,壮乎无状,m,68
现在要想达到鼓励生育的目的，是不是要为当年因为计划生育而遭受伤害过的家庭平反甚至道歉，再重新出发呢？,5094886265326196,5,广东,Tue Oct 29 18:50:07 +0800 2024,1,周山群草,m,50
年轻人有些觉得自己开心就好不想生，有一部分想生的又觉得负担重自己多过的勉勉强强生一个跟着受罪,5094862749961924,1,四川,Tue Oct 29 17:16:40 +0800 2024,3,是我啊676,m,46
摇旗呐喊，一毛不拔，提高不了生育率[允悲],5094848916881543,9,山东,Tue Oct 29 16:21:41 +0800 2024,0,虾皮小海鲜,m,21
让丁克社保原领原标准的一半，一孩正常标准，二孩多10%，三孩多20%,5094875509033612,2,广东,Tue Oct 29 18:07:22 +0800 2024,5,南漂二号,m,34
重提计划生育是基本国策，计划嘛，也可以计划多，把政策里面的量词改变就好了,5094873275303767,3,广东,Tue Oct 29 17:58:29 +0800 2024,0,碎砂石,m,36
幼儿园收费太高了，应该免费，小孩上一年级好带了再收费。,5094841036048014,0,江苏,Tue Oct 29 15:50:23 +0800 2024,1,茉莉之城,f,27
现在年轻人压力太大了，往后还没有保证。,5094931662638850,3,上海,Tue Oct 29 21:50:30 +0800 2024,0,肯尼迪脑补李梅烤柳大善人,m,19
说了很多年了。你把卷孩子教育的问题弄掉。大家就没有那么害怕生孩子了。天天弄作业。天天被老师打讲话说不被默写。月月排名。那个家长受的了。那个家长还敢再生。基本的几个问题想先弄明白。,5094892377740879,1,江苏,Tue Oct 29 19:14:24 +0800 2024,1,火星球长V,m,89
