content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
我喜欢农村的多生，他们大部分读不去书，父母又在外面打工，以后能超过城里孩子的概率有点小，这样就有人给我送外卖了[嘻嘻],5095930378589051,0,来自广西,Fri Nov 01 15:59:03 +0800 2024,0,壮壮妹妹Laura,f
孩子是他软肋的那个主任都没处理 多一个孩子多一个软肋？,5095603843370358,0,来自安徽,Thu Oct 31 18:21:31 +0800 2024,0,一颗逗比的松树,m
打击极端女拳，就是断送某联的财路，毁掉某联的存在意义，必然导致其在暗处的激烈反弹，必然引发全国范围内数以千万计的阴兵爪牙肆虐——然而，势在必行，越拖将来就越被动，直至无法挽回。,5095570722784457,0,来自湖北,Thu Oct 31 16:09:54 +0800 2024,0,失配串扰加谐振,m
什么都管[哈欠],5095534392509140,0,来自辽宁,Thu Oct 31 13:45:32 +0800 2024,0,牛法拉,m
国家只要能下决心解决矮矬穷的脱单问题，人口走势一会完全扭转。,5095530822632978,0,来自河南,Thu Oct 31 13:31:21 +0800 2024,0,90蜀黍找对象,m
很多是为了流量，现在只要是骂婆婆骂老公就是流量，婆家都是青面獠牙,5095468216615643,0,来自河北,Thu Oct 31 09:22:35 +0800 2024,0,fire47了,m
解决两极分化这才是最关键的，解决了什么都好，否则以后可不只是生育率下降这么简单,5095437203931545,0,来自山东,Thu Oct 31 07:19:20 +0800 2024,0,喝水少年王十八,m
[笑cry],5095435274552681,0,来自辽宁,Thu Oct 31 07:11:41 +0800 2024,0,大连老顽童2012,m
要是有个萝莉岛，我希望留下100个后代[色],5095320656810150,0,来自辽宁,Wed Oct 30 23:36:14 +0800 2024,0,自由媒体小生,m
建议像当年计划生育样重罚，25岁不生罚款，30岁没二胎坐牢，40岁还不生qb，这样生育率一定上去，而且人民一定是自愿的，就和计划生育一样,5095315533727215,0,来自上海,Wed Oct 30 23:15:52 +0800 2024,0,拧发条鸟的咏唱,m
先解决结婚,5095310835323037,0,来自江苏,Wed Oct 30 22:57:12 +0800 2024,0,中老秋,m
核心问题是高昂的房价[弱],5095178437660956,0,来自浙江,Wed Oct 30 14:11:06 +0800 2024,0,唯蓝海岸,m
顺其自然吧，不要动不动就以运动的方式去搞事,5095155105007300,0,来自江苏,Wed Oct 30 12:38:23 +0800 2024,0,糊涂小盆友88,m
当年计划生育罚钱罚猪拆房子，侥幸活下来的那一批人现在要鼓励别人生孩子，这不是讽刺吗。,5095129576899021,0,来自广东,Wed Oct 30 10:56:56 +0800 2024,0,春和景明269,m
yue,5095037966483514,0,来自广东,Wed Oct 30 04:52:54 +0800 2024,0,方对木,m
支持博主,5094869917763549,0,来自浙江,Tue Oct 29 17:45:09 +0800 2024,0,爱吃日本拉面的柴犬宝宝,m
我一直怀疑，那些意见领袖，教唆别人不孕不育，自己背地里两年生仨。反正又不能去验证，一验证就侵犯了人家的“隐私”。[二哈][二哈][二哈],5094863835759255,0,来自北京,Tue Oct 29 17:20:59 +0800 2024,0,河北老五吃大蒜辣着了,f
经济压力是实在的,5094839441951656,1,来自河南,Tue Oct 29 15:44:03 +0800 2024,0,思农66,m
我接触到的普通家庭，花在孩子身上的钱是最多的，小孩>妈妈>狗>爸爸，爸爸不如狗,5094840276354326,1,来自浙江,Tue Oct 29 15:47:22 +0800 2024,0,人不小鬼不打,m
父母：领独生子女补贴；子女：领3胎、4胎补贴,5095233469547692,0,来自江苏,Wed Oct 30 17:49:46 +0800 2024,0,瑞奥科技焊潮网,m
文化引导更重要,5094946956903310,0,来自北京,Tue Oct 29 22:51:17 +0800 2024,0,阿森纳54321,m
生物的天性是生存和繁衍，科技和金融应该是让人生活的更好，让生育维持一种平衡，这样中华民族才能保持长久的兴盛，以人为本，如果人都没有了，科技，金融，土地，也将变得毫无意义！！,5094908307966435,1,来自江西,Tue Oct 29 20:17:42 +0800 2024,0,HUANGDUGANG,m
东北要成为冰原的感觉,5094906628670450,0,来自浙江,Tue Oct 29 20:11:02 +0800 2024,0,交易者钏,m
目前需要真金白银的强刺激，才能扭转出生率断崖式下降的严峻局面，这次的政策力度感觉还远远不够。,5094896299675320,0,来自河南,Tue Oct 29 19:29:59 +0800 2024,0,手机用户2132451901,f
农业社会进入工业社会了，不欢迎人口多了，这是一个基本逻辑,5094851486155383,0,来自云南,Tue Oct 29 16:31:54 +0800 2024,0,智v勇拦阻索1505---,m
图示啥意思？,5094851070919516,0,来自云南,Tue Oct 29 16:30:15 +0800 2024,0,智v勇拦阻索1505---,m
杨笠不死，别跟我们谈婚育,5094849223852299,0,来自山东,Tue Oct 29 16:22:54 +0800 2024,0,橙色玻璃球真,f
东北是越经济不好，越不敢生,5094843241990034,0,来自黑龙江,Tue Oct 29 15:59:09 +0800 2024,0,一轻言一,m
多生那万一要造反推翻zg统治不就完了,5095010766947189,0,来自广西,Wed Oct 30 03:04:50 +0800 2024,1,梅榜98,m
中公自己从1980年代，用35年的独生子女政策毁掉了中华生育文化。 由此可见，中公才是中华生育文化的毁灭者。,5094838856846586,3,来自北京,Tue Oct 29 15:41:44 +0800 2024,1,大运河燃灯塔,m
这些年挑拨男女对立，挑拨婆媳对立，放大女性生育的痛苦，放大女性生育影响工作的机会，是系统性花钱推流量的。嗯，单单是那个生育对于女性来说是什么的，那个视频我已经看过三个博主花推广推过。,5094838964062408,38,来自广东,Tue Oct 29 15:42:09 +0800 2024,7,hahahaha6473643185,m
净说一些废话，先把双休制度落实吧[吐],5096577433862269,0,来自安徽,Sun Nov 03 10:50:12 +0800 2024,0,麦片giao,m
那还是把女人用铁链栓起来，每天qj，不生也得生，每个女人至少生十个，这样最简单。,5095463834882210,1,来自重庆,Thu Oct 31 09:05:10 +0800 2024,0,_失聰的鳥_,f
这些根本不是最主要原因，为什么他们有影响，因为环境就不适合生孩，工作也不适合，积点德吧，别让人生了。,5095180060854552,0,来自河南,Wed Oct 30 14:17:33 +0800 2024,0,莫待时光老去,f
养育/供求教学的时间和费用，负担不起！还有房子不够大,5094873801426238,0,来自广西,Tue Oct 29 18:00:35 +0800 2024,0,清澈的爱只为你存在,m
25岁找工作嫌弃不是985-211.35岁找工作嫌弃年龄大，让那些25岁985 211多生吧。,5094869479458237,0,来自上海,Tue Oct 29 17:43:24 +0800 2024,0,小粉丝逆袭大偶像,m
维持生育率的目的主要还是维护人口结构的平衡，不要说以后科技发展了，就现在其实也不需要这么多人，主要一点就是人均寿命延长了，生的少没人养老了，这才是最关键的，别的无所谓//@暖羊羊的好心情:其实我觉得未来科技进步，根本不需要这么多劳动力，目前很多人觉得穆斯林和黑人生育率很高，不到200年,5094857488206014,0,来自河北,Tue Oct 29 16:55:46 +0800 2024,0,青春小象云养猫,m
寒冷地带本来就不需要那么多人//@马道子人士:回复@前HR本人:东北经济发展相对差也不只是因为人口出生率低的原因吧，我觉得这个是一个很复杂的原因。//@暖羊羊的好心情:其实我觉得未来科技进步，根本不需要这么多劳动力，目前很多人觉得穆斯林和黑人生育率很高，不到200年就会占领全世界，但是有没有一,5094856391135283,0,来自河北,Tue Oct 29 16:51:24 +0800 2024,0,青春小象云养猫,m
最根本还是太穷了，大部分三四线工资才三干产自己都困难还结什么婚。现在信息太发达了在女生眼里没百万是穷人，看都不看穷充蛋一眼,5094852284647976,0,来自河南,Tue Oct 29 16:35:05 +0800 2024,0,用户6478333712,m
我们军事经济很强大，文化却跪着,5094844601733184,0,来自山西,Tue Oct 29 16:04:33 +0800 2024,0,用户6099860071,m
税,5094843067924555,0,来自山西,Tue Oct 29 15:58:27 +0800 2024,0,用户6613262714,m
博主好好的人不当，一心当资本的走狗，把人当资源，没有人性。怎么就没见你说说怎么提高人民的幸福感呢？就你一直赞扬的hw最遏制生育，天天加班完成kpi，40多就把人优化了，还有个屁精力生孩子。[怒],5097090522809437,0,来自上海,Mon Nov 04 20:49:02 +0800 2024,0,補完_黑暗魔法师,m
