content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
讲个笑话，目前，啥都没有，只能靠一时冲动…,5095457617349409,0,来自上海,Thu Oct 31 08:40:28 +0800 2024,0,爱会儿202003,m
先把13天婚假落实吧,5095456939442922,0,来自浙江,Thu Oct 31 08:37:46 +0800 2024,0,乔一Joyce,f
幼儿园到高中都免费估计好一点,5095455899523418,0,来自广东,Thu Oct 31 08:33:38 +0800 2024,0,运气爆好吖,f
解决35岁这个招人的坎吧,5095454687103250,0,来自广东,Thu Oct 31 08:28:49 +0800 2024,0,澎湃思潮,f
谁爱生谁生呗,5095454511464625,0,来自浙江,Thu Oct 31 08:28:06 +0800 2024,0,Monroesherry,m
说实话，目前为止还啥都没感觉到。。。都是在纸面上在嘴上,5095453938944081,0,来自黑龙江,Thu Oct 31 08:25:51 +0800 2024,0,108好运up,f
建议取消调休，生孩子送房子，上班强制八小时以内，强制双休,5095452938601865,0,来自河北,Thu Oct 31 08:21:52 +0800 2024,0,黑糖小芋圆喵,f
始终看不出真正的要害是什么,5095452258599466,0,来自河南,Thu Oct 31 08:19:10 +0800 2024,0,古隆今庸,m
我在珠三角连自己都快养不起了，负责的讲不想我的孩子跟我一样,5095451806926680,0,来自广东,Thu Oct 31 08:17:22 +0800 2024,0,安一处城,f
移民之后我肯定生,5095449350376932,0,来自山东,Thu Oct 31 08:07:37 +0800 2024,0,璇儿姐的忠粉,m
一切问题源于没工作，没钱，没时间。,5095448786503744,0,来自山西,Thu Oct 31 08:05:22 +0800 2024,0,抹茶0809,m
给你颁奖，你好能生,5095448662507779,0,来自浙江,Thu Oct 31 08:04:52 +0800 2024,0,看看2024年什么时候暴富,f
我们这边厂里面都是 12 小时，早八点半到晚八点半，周末经常加班,5095447675013491,0,来自重庆,Thu Oct 31 08:00:57 +0800 2024,0,做一个Shining_Star,f
母亲与非母亲[费解],5095447255846922,0,来自山东,Thu Oct 31 07:59:17 +0800 2024,0,美人一生无敌,f
我生孩子有两个条件1.国家给我养2.每天工作半天，陪伴孩子半天,5095447181920521,0,来自河北,Thu Oct 31 07:59:00 +0800 2024,0,小猫日记555,f
到底是不敢面，还是不想面，直面是什么面[笑cry],5095447157016931,0,来自江苏,Thu Oct 31 07:58:54 +0800 2024,0,许静for,m
啥时候把讲的话落实再说吧 少给人画饼！,5095445681934129,0,来自日本,Thu Oct 31 07:53:02 +0800 2024,0,萌宝小米粒儿,f
留着身体熬退休呢，生了哪还有命熬啊,5095445266957732,1,来自浙江,Thu Oct 31 07:51:23 +0800 2024,0,一颗果子仁,f
解决双职工接送问题吧，三点半放学，牛马还在工位勤奋加油干呢,5095444768622359,0,来自江苏,Thu Oct 31 07:49:24 +0800 2024,0,谦君玉润,f
我就想知道为什么要生？,5095444447232699,0,来自福建,Thu Oct 31 07:48:07 +0800 2024,0,只求流年无殇,f
先把双休落实了再说,5095444142883044,0,来自山东,Thu Oct 31 07:46:54 +0800 2024,0,酒心儿小鱼干,f
多生劳动力多打工[doge],5095443195233054,0,来自浙江,Thu Oct 31 07:43:09 +0800 2024,0,STARLUCKS,m
单休懂吧[泪]想生的多生点，为国家做贡献[允悲],5095438787022366,0,来自上海,Thu Oct 31 07:25:38 +0800 2024,0,看哪个帅哥,f
经济发展不平衡，人口都朝大城市流失，大城市房价，教育等都贵，谁敢生，要是能就近就业 ，生活稳定 ，感觉就好多了,5095437413384455,0,来自湖北,Thu Oct 31 07:20:10 +0800 2024,0,自在飞花轻似梦T,m
我的工资都不到缴税的标准,5095431589855993,0,来自河南,Thu Oct 31 06:57:02 +0800 2024,0,文字迷土土,f
“重点通过文化支持”那就没什么力度可言了，道德约束没有强制性，法律制度约束都不一定能贯彻执行呢，更何况文化支持了[二哈],5095429287182347,0,来自山西,Thu Oct 31 06:47:52 +0800 2024,0,奶油味的嘟嘟C,f
降房价[笑cry]别的啥也不用说，生孩子就得有三房，二胎三胎就得有四房五房[笑cry]多少人买房都困难，别说三房四房五房[笑cry],5095427246654178,0,来自上海,Thu Oct 31 06:39:47 +0800 2024,0,安倪annego,f
晚上8点还上班必须支付1.5倍工资，否则制裁劳动仲裁,5095426526806834,0,来自广东,Thu Oct 31 06:36:55 +0800 2024,0,zxc叫啥好呢,m
说了好像等于没说，市场竞争大，一个岗位不接受无偿加班的人比起愿意加班的人就没有优势，就被隐型不选择没有就业保障，这种场景就需要一双无形的手进行干预，而不是什么孕假婚假那几天，没意义。,5095426164260900,0,来自广东,Thu Oct 31 06:35:28 +0800 2024,0,zxc叫啥好呢,m
提高工资待遇， 不加班 双休 ，陪家人时间多了,5095425503920992,0,来自北京,Thu Oct 31 06:32:51 +0800 2024,0,嘟噜嘟嘟11123,f
就业环境一塌糊涂 生不了一点,5095421258498946,1,来自浙江,Thu Oct 31 06:15:59 +0800 2024,0,_PoKGio鍚,f
先让公司把社保交了再说吧,5095396112335162,0,来自河南,Thu Oct 31 04:36:04 +0800 2024,0,田小妖-TY,f
像冰岛🇮🇸一样四天工作制可以考虑一下[doge],5095383509762677,0,来自重庆,Thu Oct 31 03:45:59 +0800 2024,0,莫永红,m
凸 凸,5095366304727709,0,来自天津,Thu Oct 31 02:37:37 +0800 2024,0,每天晒太阳ing,f
生娃没人带，请保姆又不放心[允悲],5095365201625212,0,来自广东,Thu Oct 31 02:33:13 +0800 2024,0,海中的泡泡裙,f
我活的这么苟延残喘，我不想再让我的孩子经历一次这种牛马生活,5095359955599610,1,来自广东,Thu Oct 31 02:12:23 +0800 2024,0,发际线停止后退,m
我上着班，老人给带着娃，房租还要让我妈付[笑cry] 我这种带娃啃老的，不知道我娃长大后怎么办[笑cry]他可没有老可以啃了,5095349999896228,0,来自上海,Thu Oct 31 01:32:49 +0800 2024,0,克莱尔的小小世界,f
TD,5095348379583072,1,来自广东,Thu Oct 31 01:26:23 +0800 2024,0,litchi92,f
兰博基尼3元优惠券，怎么样，感恩吧，还不叩谢隆恩,5095341623869807,0,来自山西,Thu Oct 31 00:59:32 +0800 2024,0,来都来了随便活活吧,m
没事，有钱的会生,5095339746395249,1,来自河南,Thu Oct 31 00:52:05 +0800 2024,0,龙鱼Eunice,f
说这么多没抓住重点,5095338346808648,0,来自广东,Thu Oct 31 00:46:31 +0800 2024,0,挖槽有蚊子,m
无痛又怎样？！  又不是无痕[微笑]  加个🧶支持个👻,5095334292226077,1,来自广东,Thu Oct 31 00:30:23 +0800 2024,0,阿柒Sevlin,f
幽默,5095332016556883,0,来自浙江,Thu Oct 31 00:21:22 +0800 2024,0,大天才伊蕾娜,m
能不能解决下就业跟食品问题啊，大家日子过得好了，觉得生活有盼头了，想生的自然会生，有多少人是想生不敢生[泪],5095325339747152,0,来自河南,Wed Oct 30 23:54:50 +0800 2024,0,用户573943,m
想找个双休的都好难,5095325276308681,0,来自山东,Wed Oct 30 23:54:35 +0800 2024,0,OhHunVivi诗心,f
失业率我不相信看不到，35以上根本找不到工作你们看不到吗,5095324948889929,1,来自北京,Wed Oct 30 23:53:16 +0800 2024,0,kenshinmx,m
还有离婚冷静期我都不想说[允悲],5095323324384760,1,来自广东,Wed Oct 30 23:46:50 +0800 2024,0,miffy_toffee,f
说了空话一大推，然后什么也没解决,5095320696916962,1,来自黑龙江,Wed Oct 30 23:36:23 +0800 2024,0,向太阳love,f
抵触牛马三件套，一人吃饱全家不饿。多清醒啊[拜拜],5095319240445817,1,来自广东,Wed Oct 30 23:30:36 +0800 2024,0,雯子酱16,f
直面[doge] 真的直面就不是现在这样了，明明知道却做不到，天天旁敲侧击，描边大师[doge],5095317301105579,1,来自江苏,Wed Oct 30 23:22:53 +0800 2024,0,liviky2017,m
养育孩子太艰辛，一个人不工作家庭负担重，都工作孩子面临老人带或保姆带，老人带面临家庭矛盾，保姆带那就是赌运气看能不能遇到善良的人,5095317218791645,0,来自辽宁,Wed Oct 30 23:22:34 +0800 2024,0,柠檬汽水2016,f
靠喊口号就能生了？,5095317097155904,1,来自江苏,Wed Oct 30 23:22:05 +0800 2024,0,Anson顾83,m
你先解决不用中考，能直接上高中再说吧,5095316766589550,0,来自江苏,Wed Oct 30 23:20:46 +0800 2024,0,Anson顾83,m
我的子宫害怕了一秒,5095315359402170,0,来自江苏,Wed Oct 30 23:15:11 +0800 2024,0,凡人修仙也,f
家庭主妇每个月由国家补贴也可以。,5095315164368307,0,来自河北,Wed Oct 30 23:14:24 +0800 2024,0,傲娇文妹er,f
生娃给公司补贴吧，先做好公司思想工作,5095314518446155,0,来自广东,Wed Oct 30 23:11:50 +0800 2024,0,丽如Lai,f
然后呢,5095312796685486,0,来自福建,Wed Oct 30 23:05:00 +0800 2024,0,anobody24,f
若干措施 也实施不到位啊关键[允悲]跟劳动法一个道理,5095312651717218,1,来自安徽,Wed Oct 30 23:04:25 +0800 2024,0,潮玩姐姐园园1,f
[微笑]自从说免费教育以后，我发现教育是越来越贵了,5095312616066472,0,来自广东,Wed Oct 30 23:04:16 +0800 2024,0,百厌妹8,f
啥时候取消派遣工外包工，还有落实8小时工作制，以及取消调休还有强制加班不加班就开你的问题再来说,5095311638795636,0,来自新疆,Wed Oct 30 23:00:24 +0800 2024,0,sunset诺,m
你别这么卷，就有人生了，没有一点安全感，谁生啊,5095308061050938,1,来自河南,Wed Oct 30 22:46:10 +0800 2024,0,手机用户3564150730,m
别说别的了，就现在35岁失业的问题解决解决，才来得更实际一些,5095307587360430,1,来自北京,Wed Oct 30 22:44:18 +0800 2024,0,金句女王陛下,m
没钱，没时间，没精力[微笑]世界最好毁灭,5095307518678260,0,来自江苏,Wed Oct 30 22:44:01 +0800 2024,0,故宫在逃翠花,f
没点关系公立幼儿园都上不上，还有啥可说的,5095306985998127,0,来自陕西,Wed Oct 30 22:41:54 +0800 2024,0,我叫刷刷_我也叫Tracy,f
说了那么多，无非是以后牛马不够用了，你们多造一些出来吧,5095306671428379,1,来自北京,Wed Oct 30 22:40:39 +0800 2024,0,金句女王陛下,m
我现在连自己都养不起[笑cry],5095306460660571,0,来自陕西,Wed Oct 30 22:39:49 +0800 2024,0,Buckinghurst的Blair,f
教育问题呢？敢不敢取消学区房,5095306423437880,0,来自四川,Wed Oct 30 22:39:40 +0800 2024,0,追寻南北,f
形式[拜拜][拜拜][拜拜][拜拜],5095306272706564,0,来自上海,Wed Oct 30 22:39:04 +0800 2024,0,什么东西窜出来了,f
空话套话一大堆。,5095305825491089,1,来自福建,Wed Oct 30 22:37:18 +0800 2024,0,或简单点,m
不谈民生，却让民生,5095305604760265,1,来自英国,Wed Oct 30 22:36:25 +0800 2024,0,小立旬,m
怀孕被辞退，生孩子社保断全自费，孩子没医保感冒一次花一千多，产假结束降薪也找不到工作，从买不起房到租不起房，家旁边就有幼儿园，小学，无房无户口，这学校又怎敢奢望，我非常喜欢小孩，可是生完我不喜欢我自己,5095305011792000,1,来自北京,Wed Oct 30 22:34:03 +0800 2024,0,灿烂一笑CC,f
文化支持？？？[允悲]来点实际的好吗,5095304718456539,0,来自广东,Wed Oct 30 22:32:54 +0800 2024,0,Bobiii_,f
不是生不生的事，没遇见对的人，谈何生?,5095304157991361,0,来自福建,Wed Oct 30 22:30:40 +0800 2024,0,小太阳Jade,f
父亲陪产假,5095303849969279,0,来自北京,Wed Oct 30 22:29:26 +0800 2024,0,xxs小时,m
刚满三十的我，生娃之后失业了[微笑][微笑],5095302732189197,0,来自广东,Wed Oct 30 22:25:00 +0800 2024,0,柠檬树下瓜田里,f
婚姻制度什么时候消亡,5095302197675636,0,来自江苏,Wed Oct 30 22:22:53 +0800 2024,0,夏天yuyu----,m
教育医疗免费 不用鼓励三胎,5095301491200977,0,来自江西,Wed Oct 30 22:20:04 +0800 2024,0,wu_meng思37,f
[泪]收入六千多，房租两千多,5095300153218963,0,来自广东,Wed Oct 30 22:14:45 +0800 2024,0,一叶浮萍0907,f
能落实双休每天八小时比什么都强，在这bb半天，幽默,5095299833402754,0,来自浙江,Wed Oct 30 22:13:29 +0800 2024,0,0利姆露旦那0,m
生了个娃公司把两万的生育津贴黑了然后跑路了[允悲],5095299117227568,0,来自湖北,Wed Oct 30 22:10:38 +0800 2024,0,宫纯,f
把教育法改一下再说吧，上了一天班回家还要教孩子读书写字，最重要的是现在不教aoe又不教笔画，我教的是我小时候老师教我的，现在的小孩又说不对，现在的书改来改去我也不会[摊手][摊手][摊手],5095298651657891,1,来自广东,Wed Oct 30 22:08:47 +0800 2024,0,壞壞的蝦米醬,m
我可不敢生，家庭就是负担，何必给自己的人生添麻烦？自由自在多好。,5095298617837135,0,来自广东,Wed Oct 30 22:08:39 +0800 2024,0,橘部有雨-,f
社会不再鼓励加班，企业落实加班费制度。房价便宜，教育轻松。社会不再这么卷，谁会不生呢,5095297898514210,1,来自上海,Wed Oct 30 22:05:47 +0800 2024,0,西班牙的葡萄猫,m
别直面啊，有问题应该掩盖住，要歌颂才对！,5095296979961703,0,来自四川,Wed Oct 30 22:02:09 +0800 2024,0,妙斋君,m
严格落实公共场所禁烟,5095296273222703,0,来自重庆,Wed Oct 30 21:59:20 +0800 2024,0,jessie闭关了,m
为什么怀孕还要7个月才能不上夜班,5095287737812054,0,来自重庆,Wed Oct 30 21:25:24 +0800 2024,0,黑凤梨太多,f
让有钱有能力的人多生点孩子就是了，能者多劳。,5095287066200777,1,来自江苏,Wed Oct 30 21:22:45 +0800 2024,0,舟小古月,f
房子怎么解决呢 不要首付不要利息吗,5095286944566083,0,来自福建,Wed Oct 30 21:22:16 +0800 2024,0,用户evscqng1qy,m
没时间带娃啊  先解决这个问题可以吗,5095285458209051,0,来自江苏,Wed Oct 30 21:16:22 +0800 2024,0,与作业干架就是我,f
先给解决下生娃前后，还能保住老婆工作再说,5095284985827210,0,来自泰国,Wed Oct 30 21:14:29 +0800 2024,0,-JayFzh-,m
文化支持管p用啊,5095284395213376,0,来自上海,Wed Oct 30 21:12:07 +0800 2024,0,Lxyuuuuu__,f
少生优生，幸福一生！这个观念已经深入人心了，从小口号喊到大的[doge]我觉得很对，坚决贯彻！,5095284079854376,0,来自安徽,Wed Oct 30 21:10:53 +0800 2024,0,这是什么绝世小可爱芭比,f
取消中考 普及高中,5095280097629018,1,来自北京,Wed Oct 30 20:55:04 +0800 2024,0,马丹黑妞sexygirl,f
这是在干什么,5095278396572395,0,来自山东,Wed Oct 30 20:48:17 +0800 2024,0,椰子味爱玉冻kkk,f
哇太棒了呢，大家这下要扑通扑通的生了捏～,5095277554303193,1,来自山西,Wed Oct 30 20:44:56 +0800 2024,0,星辰以北U,m
转发微博,5095276043305249,0,来自河南,Wed Oct 30 20:38:56 +0800 2024,0,洛宁县见义勇为协会,m
孩子初一每天晚上12点睡觉，我不想再生一个让他（她）再受这个罪了,5095275360158179,1,来自安徽,Wed Oct 30 20:36:13 +0800 2024,0,夕缘19831,m
不想嫁[喵喵][喵喵][喵喵],5095275108237897,0,来自广东,Wed Oct 30 20:35:13 +0800 2024,0,肥婆lan,f
先解决35岁失业,5095272950796300,1,来自上海,Wed Oct 30 20:26:40 +0800 2024,0,一整个大做特做PPT,f
现在的生活太幸福啦,5095272824965399,0,来自广西,Wed Oct 30 20:26:10 +0800 2024,0,发条橙00953,m
“鼓励”“文化支持”,5095272816579774,0,来自福建,Wed Oct 30 20:26:08 +0800 2024,0,995啦Zzzz,m
下一步强行配种[doge],5095272549453029,0,来自英国,Wed Oct 30 20:25:04 +0800 2024,0,Clarice_M,f
还友好？前几年是怎么限制不让大家生的？,5095271057329510,0,来自广东,Wed Oct 30 20:19:08 +0800 2024,0,一个不资深的媒体人,f
以前去哪了[doge],5095270969511096,0,来自上海,Wed Oct 30 20:18:47 +0800 2024,0,盗版李贤璞,m
生一个奖励100万[污],5095270876714552,0,来自广东,Wed Oct 30 20:18:25 +0800 2024,0,笨貓鑫,f
农村小学，学校强制合并，收取延时课后服务费，算不算变相收费？加上餐费，一学期2000左右，说减负其实是在增加负担。,5095270674858924,0,来自北京,Wed Oct 30 20:17:37 +0800 2024,0,QYF雨中漫步,m
光鼓励支持有啥用？,5095270578392433,0,来自福建,Wed Oct 30 20:17:14 +0800 2024,0,爱尔兰的晚风niu,f
@拾柒crystal：年轻人忙着加班消耗身体，没有时间生，没有时间备孕 没有体质怀孕[微笑],5095270238916227,0,来自安徽,Wed Oct 30 20:15:53 +0800 2024,0,拾柒crystal,f
年轻人忙着加班消耗身体，没有时间生，没有时间备孕[微笑],5095269975462777,0,来自安徽,Wed Oct 30 20:14:50 +0800 2024,0,拾柒crystal,f
离婚难上加难，谁敢轻易结婚啊,5095269379342587,0,来自北京,Wed Oct 30 20:12:27 +0800 2024,0,努力做一个狠人,f
先把35岁招人规则取消了，实行双休，天天累的像牛马,5095269186143417,0,来自江苏,Wed Oct 30 20:11:42 +0800 2024,0,亲亲优_1981,f
鼓励股票、鼓励房地产、现在鼓励生娃[打call]好牛呀！阿拉丁神灯都关了还在许愿呢,5095268040576950,0,来自广东,Wed Oct 30 20:07:09 +0800 2024,0,宝贝晴天agg5,f
985毕业选择去北漂，现在在家全职带娃[二哈]，是我不想工作么？太难了,5095267745667133,0,来自河北,Wed Oct 30 20:05:59 +0800 2024,0,一支甜甜圈0,f
上班太累了，支棱不起来[打call],5095988295372245,0,来自湖南,Fri Nov 01 19:49:11 +0800 2024,0,无敌霹雳金甲虫,m
延迟退休、就业前景恶劣、住房医疗得不到保障，在这样的大环境下除非家里环境优渥，否则根本不适合孕育生命,5096469711291594,0,来自广东,Sun Nov 03 03:42:09 +0800 2024,0,zwatin,f
我们生育补贴发放2年后，现在全部要退回去，广东地区，搞笑吧，孩子生了就把钱收回去,5096308665224299,0,来自广东,Sat Nov 02 17:02:13 +0800 2024,0,仙女_9534,f
什么时候社会职场和公务员待遇一样我就生，和公务员一样也是朝九晚五，五点就下班，和公务员一样社保和公积金顶格买，和公务员一样周末双休节假日放假，中午午休两个小时。,5096191739822267,0,来自四川,Sat Nov 02 09:17:35 +0800 2024,0,穗籽鎏,f
没钱，没空，没精力，滚,5096079563425189,0,来自浙江,Sat Nov 02 01:51:51 +0800 2024,0,剜下的蝉鸣是振动的喉咙,m
如果像我们那一代大多数父母的养育方法，那生个孩子养大确实花不了什么钱，只要饿不死就行，我还是吃奶粉长大的呢，也不用关心什么孩子的心理健康，初中就义务教育不用收学费了，没有补过课没有上过任何培训班特长班兴趣班，没有去参加过任何校外需要额外花钱的竞赛，现在的孩子你可以这么养但你不慌吗,5095499137025895,0,来自重庆,Thu Oct 31 11:25:27 +0800 2024,0,我是美美的韩美美,f
好像说了，又好像没说，主打一个文字游戏，这叫直面？加班问题，彩礼问题，社会分配不均的问题是只字不提啊,5095498560834924,0,来自陕西,Thu Oct 31 11:23:09 +0800 2024,0,我是你前生,m
生孩子？生了就得养，否则就是遗弃罪，问题来了，你给我钱养吗[二哈]200W一个，给我打钱立马生[二哈],5095497559705454,0,来自辽宁,Thu Oct 31 11:19:10 +0800 2024,0,恶人自有恶人磨1,m
看过几次生殖科，贵得离谱还不得报销,5095474772050467,0,来自广东,Thu Oct 31 09:48:37 +0800 2024,0,冷淡少女bing,f
工作都找不到，生个鸡毛,5095473213870207,0,来自山东,Thu Oct 31 09:42:26 +0800 2024,0,陈牛肉sama,f
经济基础决定上层建筑，再多举措也没有用的，治标不治本。 有些国家直接发钱都不行，更别说你这有的没的了,5095465882223648,0,来自上海,Thu Oct 31 09:13:18 +0800 2024,0,Otterer,m
已婚未育找工作，面试官第一句就问你的生育情况,5095464824996525,0,来自陕西,Thu Oct 31 09:09:05 +0800 2024,0,改一个微博名字吧hey,f
说了一堆不具备操作性、实效性的正确的废话。,5095463214383310,0,来自四川,Thu Oct 31 09:02:41 +0800 2024,0,是顺风顺水的小蒲呀,f
先落实其他的吧 我们公司员工工作8 h下班后依旧要关注工作 双休亦是 加班无工资 且我们的工作下班了不得不关注 现在大面积裁员 公司为了低成本裁员 恶意连续几月绩效考核 说达到了裁员的标准 说合法[doge] 或者就是直接找吃饭刷卡记录 说次数达到了开除的地步 其实就是想恶意裁员,5095462971376625,0,来自浙江,Thu Oct 31 09:01:44 +0800 2024,1,总会遇见彩虹的,f
连问题都找不准还叫直面啊，问题是生出来谁带呢，放个假都扣扣嗖嗖调来调去的，还让人生孩子呢，孩子半岁就送去上学吗？,5095461996469106,0,来自陕西,Thu Oct 31 08:57:52 +0800 2024,0,美滋滋的蟹黄堡,f
生什么生[doge]结婚的公司不要，生育的公司不要，保险是拿不到的，生育是要催的，精子是不行的，那么多问题，到底是谁一直不作为？到底是谁一直到现在还在混淆视听颠倒黑白？[doge],5095459884368733,0,来自浙江,Thu Oct 31 08:49:28 +0800 2024,0,Bai_Echo,f
根本就不是补贴的事，无痛3000是花不起么[doge]一个孩子上幼儿园之前老人要看三年吧，如果老人不能帮忙呢，三岁之前的社区托幼很重要，现在的托幼5000起，找个日班阿姨只会更贵，上学之后学区房，一对一更是负担不起，学出来还不见得有工作，所以别再假大空，根本没用,5095459492464485,0,来自天津,Thu Oct 31 08:47:55 +0800 2024,0,湄水,f
“加快完善，积极推进，优先考虑，balabalabala ”别再画饼了行吗。[怒],5095458424488859,0,来自广东,Thu Oct 31 08:43:40 +0800 2024,0,meme700000,m
闲死的太晚，生的太少[二哈],5095457168820700,0,来自甘肃,Thu Oct 31 08:38:41 +0800 2024,0,啊啊啊起枫了,m
母职惩罚这个很好,5095455907906585,0,来自新疆,Thu Oct 31 08:33:39 +0800 2024,0,Gabsksbhnsjnsins,m
就这教育环境，生个毛,5095455015570931,0,来自广东,Thu Oct 31 08:30:07 +0800 2024,0,闪光FS,m
工作都找不到，狗都养不起还养人[允悲],5095454260334674,0,来自福建,Thu Oct 31 08:27:07 +0800 2024,0,浪漫的兴宝,f
35岁老阿姨一枚，想生不敢生,5095454020735866,0,来自北京,Thu Oct 31 08:26:10 +0800 2024,0,琳琅2587,f
