content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
想彻底推行还是有难度的，就单说企业这方面就不太好配合,5094923810636217,0,来自陕西,Tue Oct 29 21:19:17 +0800 2024,0,xiah小俊,f
既然注定是牛马，何必再生小牛马来吃苦,5094923061953954,2,来自上海,Tue Oct 29 21:16:20 +0800 2024,0,Cross喵柒柒,f
给100万都生不起，别说1万了。,5094922758391920,1,来自内蒙古,Tue Oct 29 21:15:07 +0800 2024,0,Lemon_zh,f
我就很奇怪 每天四五点钟就开始下班高峰堵车了，怎么好单位这么多的也不生吗？,5094922589836452,1,来自北京,Tue Oct 29 21:14:27 +0800 2024,0,Dear-猫九姑娘,f
学区房是关键问题[裂开]上学划分必须有房子才能上，不然只能上村里的学校，教学质量和环境根本不在一个档次[裂开]哪来的钱买房子,5094920668842302,1,来自山东,Tue Oct 29 21:06:49 +0800 2024,0,-Shen小鱼,f
生育奖励住房或者半价，然后恢复以前的那种托儿所幼儿园只收取伙食费，从根本上解决生育压力,5094919446202709,1,来自山西,Tue Oct 29 21:01:57 +0800 2024,0,用户散散扇扇,f
一孩才是关键！,5094918009130921,1,来自福建,Tue Oct 29 20:56:15 +0800 2024,0,猎夫-托耳师太,m
点了//@端木广山: 当初的宣传的好：少生优生幸福一生//@azure97:专家就是不肯睁开眼看看很多人一天12小时都在上班和上下班路上，剩下一点点自己时间还要吃饭清理处理个人事情，就问哪里有时间生孩子带孩子,5094917683023632,0,来自河南,Tue Oct 29 20:54:57 +0800 2024,0,小金想暂时换一个名字,f
少生优生 幸福一生。印象深刻呀不过真的 生的少一点 压力蛮小的,5094916890299225,0,来自浙江,Tue Oct 29 20:51:48 +0800 2024,0,青黄红绿橙澄澄,f
[疑问],5094915946579406,0,来自江苏,Tue Oct 29 20:48:03 +0800 2024,0,到底改成什么好呢,f
学区房劝退,5094914754351297,0,来自陕西,Tue Oct 29 20:43:19 +0800 2024,0,一坨肥神,m
怀得上也要国家帮忙是吧？,5094913525418189,0,来自浙江,Tue Oct 29 20:38:26 +0800 2024,0,Leof2019,m
这哪里是生孩子呀，这是生GDP呀[蜡烛][蜡烛][蜡烛],5094911122345383,0,来自江苏,Tue Oct 29 20:28:53 +0800 2024,0,吳想天,m
牛马还有时间啪啪啪？,5094911009097644,1,来自湖北,Tue Oct 29 20:28:26 +0800 2024,0,LZ顺顺利利,m
先把教育整顿一下吧[微笑],5094909197947592,1,来自湖南,Tue Oct 29 20:21:14 +0800 2024,0,寡言九木,f
房子，学校联系好,5094908977219270,0,来自辽宁,Tue Oct 29 20:20:21 +0800 2024,0,自己的陷阱,f
没有那啥了  谁来干活,5094907006162621,0,来自上海,Tue Oct 29 20:12:32 +0800 2024,0,渣浪思荃家,m
越生越少[good],5094906086031439,1,来自江苏,Tue Oct 29 20:08:51 +0800 2024,0,A无名征探,m
白交了，没用上,5094903837887263,0,来自上海,Tue Oct 29 19:59:56 +0800 2024,0,上火的小龙虾,f
课代表，省流总结一下,5094903501292004,0,来自浙江,Tue Oct 29 19:58:35 +0800 2024,0,小南北Gavin,m
我们期待期待,5094903147136561,1,来自辽宁,Tue Oct 29 19:57:11 +0800 2024,0,年轮-1206,m
没钱咋生,5094900959283710,1,来自江苏,Tue Oct 29 19:48:30 +0800 2024,0,深情的终爱一申,f
反正80后什么也赶不上[doge],5094900434993819,0,来自山东,Tue Oct 29 19:46:24 +0800 2024,0,清辉有晨耀,m
看看,5094898418320651,1,来自四川,Tue Oct 29 19:38:24 +0800 2024,0,风之帆976,m
怀得上肯定没问题，只是后面的几项现在都难办[笑cry][笑cry][笑cry],5094898161682949,0,来自广东,Tue Oct 29 19:37:23 +0800 2024,0,不求文火,m
送房吗[喵喵],5094896576233809,0,来自江苏,Tue Oct 29 19:31:04 +0800 2024,0,熟路易忘,m
[心],5094896260354078,1,来自河北,Tue Oct 29 19:29:50 +0800 2024,0,电影是天堂,f
不生，然后45-55结婚,5094894517621363,1,来自广东,Tue Oct 29 19:22:54 +0800 2024,0,------yo--,f
学区房就是制造贫富差距的根本，教育公平才是问题所在,5094894427442202,0,来自江苏,Tue Oct 29 19:22:33 +0800 2024,0,5078078404_431,m
每个城市有多少多动症儿童统计过吗？,5094893783354081,0,来自山东,Tue Oct 29 19:19:59 +0800 2024,0,田田小姐_,f
先帮我买好房,5094893540871434,1,来自上海,Tue Oct 29 19:19:01 +0800 2024,1,筑梦首席指导,f
我们生完的有的补回来吗,5094892401332377,0,来自江苏,Tue Oct 29 19:14:30 +0800 2024,0,爱小凌凌,f
[心][心][心],5094891622763902,1,来自山东,Tue Oct 29 19:11:24 +0800 2024,0,幸福贝西,f
我有一计，保证奇效。假如二胎家庭2个小孩高考都各加10分，三胎家庭3个小孩都各加20分，一孩家庭高考不加分，三胎家庭马上大幅增加。同理中考等等。,5094890017133780,1,来自四川,Tue Oct 29 19:05:01 +0800 2024,0,Kilo1397,m
今年托班享受到普惠价格，希望明年小班可以免费或者惠普力度更大[嘻嘻],5094889562048585,0,来自上海,Tue Oct 29 19:03:13 +0800 2024,0,芭比小小妞,f
养娃不易[doge][doge][doge],5094889457193322,0,来自广东,Tue Oct 29 19:02:48 +0800 2024,0,唤风翎影USANA葆婴,f
少生优生幸福一生,5094889220210971,0,来自广东,Tue Oct 29 19:01:50 +0800 2024,0,许尚好,m
快快发力！！！让我看看有多诱惑！！！,5094888962262259,0,来自上海,Tue Oct 29 19:00:49 +0800 2024,0,疯狂的T豆子C,f
感觉生孩子不仅仅涉及到钱的问题。 生孩子，对于大多数情况普通人意味着：月光，家庭矛盾徒增，工作压力徒增，身体问题暴增。,5094888465502477,1,来自吉林,Tue Oct 29 18:58:51 +0800 2024,0,崬旻,m
对，赶紧都去生，多生几个。 毕竟，我得为我的养老金着想。,5094886766286945,0,来自广东,Tue Oct 29 18:52:06 +0800 2024,0,以后就叫简单,f
以前我生多一个罚几万十几万一线城市甚至几十万，除非现在能像以前罚款那样奖励[微笑],5094886560239791,0,来自四川,Tue Oct 29 18:51:17 +0800 2024,0,mckee·jjs,m
一次性奖励7000没用，每个月7000才能打动老百姓[微笑][微笑][微笑][微笑],5094885688351491,1,来自陕西,Tue Oct 29 18:47:49 +0800 2024,1,小王今天高兴吗,f
“预防大于治疗”  已经晚了，指望95后，00后生孩子，想啥了,5094880857031745,1,来自湖北,Tue Oct 29 18:28:37 +0800 2024,0,那个路口的,m
有没有课代表，能不能简单明了告诉我生育有啥福利？,5094880302599280,0,来自北京,Tue Oct 29 18:26:25 +0800 2024,1,小恶魔zero,f
先把食品安全过关才会考虑生[允悲]不然害小辈,5094879977802794,0,来自江苏,Tue Oct 29 18:25:07 +0800 2024,0,芳草碧连天_呀呀呀,f
[汗],5094878874960096,0,来自广东,Tue Oct 29 18:20:44 +0800 2024,0,iiihhhwhy,f
让有钱人生,5094878093248519,1,来自河北,Tue Oct 29 18:17:38 +0800 2024,0,我系喵喵酱吖,m
哈哈哈哈哈大笑[二哈],5094877202744920,0,来自广东,Tue Oct 29 18:14:06 +0800 2024,0,师父儿师父儿,f
说了半天也没说什么政策,5094876246708359,0,来自上海,Tue Oct 29 18:10:18 +0800 2024,0,猴monkey开开心心每一天,f
7000块钱不够两个月的幼儿园学费,5094875638271649,0,来自陕西,Tue Oct 29 18:07:53 +0800 2024,0,我们的征途是星辰大海M_Q,f
独生子女家庭的承诺做到了吗,5094874959577405,0,来自广东,Tue Oct 29 18:05:10 +0800 2024,0,小肥妹的碎碎念,f
对象都难碰上个合适的 还生育😹[笑cry],5094874900333189,1,来自山东,Tue Oct 29 18:04:56 +0800 2024,0,涉川-ing,m
这不是钱的事，是对法律，对社会没信心,5094874569248928,1,来自泰国,Tue Oct 29 18:03:38 +0800 2024,0,懒货cindy,f
补贴的钱没用的，都有钱等于都没钱。,5094873067946840,1,来自浙江,Tue Oct 29 17:57:39 +0800 2024,0,心热的围观群众,m
补贴我一套学区房外加500万（请保姆带娃，奶粉啊，医疗啊，学费啊）,5094871314468676,1,来自江苏,Tue Oct 29 17:50:42 +0800 2024,0,耿先生123,m
[doge][doge][doge]有钱人生吧,5094870449919227,1,来自四川,Tue Oct 29 17:47:16 +0800 2024,0,囊个嫩个浪个喃,m
钱呢？,5094868433503640,1,来自重庆,Tue Oct 29 17:39:15 +0800 2024,0,菜东篱,f
我才不信[二哈][二哈],5094868240829341,1,来自浙江,Tue Oct 29 17:38:29 +0800 2024,0,三言两语的红珊瑚,m
没钱,5094868126796294,1,来自浙江,Tue Oct 29 17:38:02 +0800 2024,0,水晶宫第一铁粉,m
就想问什么时候落实？二胎怀孕中着急等待回答[允悲],5094867582322155,0,来自广东,Tue Oct 29 17:35:52 +0800 2024,0,MJ珺vvvvv,f
怕什么拖一拖，断一断，再等等,5094867164463924,0,来自云南,Tue Oct 29 17:34:13 +0800 2024,0,左青龙右白虎蟒蛇系腰间,m
挺好，继续装瞎，加油吧。[打call],5094866753162419,1,来自江苏,Tue Oct 29 17:32:34 +0800 2024,0,波要减肥哟,f
我怀孕了我有啥优待，说说看,5094866688150984,0,来自广东,Tue Oct 29 17:32:19 +0800 2024,0,欢欢好吗,f
养不起,5094866231758689,0,来自北京,Tue Oct 29 17:30:30 +0800 2024,0,大阿哥Z,m
没用，[裂开]隔靴搔痒[裂开]治标不治本。…太多人没工作了[裂开]身边，中年失业最致命,5094865209656839,1,来自广东,Tue Oct 29 17:26:26 +0800 2024,0,麻辣鱼的老巢,f
这辈子都不会要二胎,5094864977400029,0,来自北京,Tue Oct 29 17:25:31 +0800 2024,1,大强强的小楠楠,f
@名花有猪猪 组合拳[淡淡的],5094864893248196,0,来自山东,Tue Oct 29 17:25:11 +0800 2024,2,一只小果冻cc,f
都申请，都有，资本再提高，等于都没有[doge],5094863473216174,1,来自江苏,Tue Oct 29 17:19:32 +0800 2024,0,阿尔法的小猫,m
拿了生育津贴 上班还给单位 因为产假期间单位帮我交了五险一金,5094860165481294,0,来自辽宁,Tue Oct 29 17:06:24 +0800 2024,0,温双虎小问号,f
问了，说是二胎才有[doge],5094857009793968,1,来自湖北,Tue Oct 29 16:53:51 +0800 2024,0,五重生之极地大乱斗,m
没开精选,5094854986303826,1,来自江苏,Tue Oct 29 16:45:49 +0800 2024,0,糖果与露西,m
[允悲]为时已晚,5094854656787225,0,来自广西,Tue Oct 29 16:44:30 +0800 2024,0,池塘边的玄武,f
不是钱的问题，啥时候减轻家长要投入的精力再说吧……,5095217598303668,0,来自浙江,Wed Oct 30 16:46:43 +0800 2024,0,海带带丝儿,f
我一胎儿子，倒是想二胎再生个女儿阿，可是看看自己两夫妻，上没有老人帮忙买菜做饭带娃接送上学，下两个人得一个人花时间在孩子家务上了，再两个人开店，养一个娃都没有一会儿空闲，也觉得经济压力大……又哪来勇气生二胎，何必苦了自己又苦了孩子呢,5094971919043307,0,来自浙江,Wed Oct 30 00:30:28 +0800 2024,0,风语祝,f
想把调休解决一下吧[笑cry],5094956781539164,0,来自甘肃,Tue Oct 29 23:30:19 +0800 2024,0,Lc_鹿畅,f
一孩不给的原因是啥[摊手],5094954422763546,0,来自广东,Tue Oct 29 23:20:56 +0800 2024,0,GUM13,f
[送花花]“买宝马减十元”,5094947730489810,0,来自北京,Tue Oct 29 22:54:20 +0800 2024,0,tiliya_nan,f
[淡淡的]又在嚯嚯钱了,5094934839563714,0,来自云南,Tue Oct 29 22:03:08 +0800 2024,0,大洋芋的薯片,m
#生育支持政策组合拳为何持续发力# 因为发力太晚了，许多还不落地，导致生育率急剧下降。#生育补贴#,5094929632068785,0,来自山东,Tue Oct 29 21:42:26 +0800 2024,0,陆锡鑫,m
应该给公司招聘育龄妇女社保补贴，只管生之后不管生之前[微笑],5094923484004366,0,来自北京,Tue Oct 29 21:17:59 +0800 2024,0,DingYu嘻,f
建议恢复当年的停薪留职啊,5094922730607566,0,来自四川,Tue Oct 29 21:15:01 +0800 2024,0,巴啦啦小魔仙重新织起来,f
只见发文,5094911022206183,0,来自上海,Tue Oct 29 20:28:29 +0800 2024,0,葉文haohao同学,f
发力了？,5094904449205476,0,来自浙江,Tue Oct 29 20:02:22 +0800 2024,0,-朝苍暮梧录-,f
[可爱]谁买房？//@jqm0532:先帮我买上学区房，再帮我把奶粉钱培训费托管费准备好，把社保不报销的大病商业医疗买好。,5094896158118049,0,来自上海,Tue Oct 29 19:29:25 +0800 2024,0,方之夫,m
打击超前消费我觉得会好点,5094888620166502,1,来自河南,Tue Oct 29 18:59:28 +0800 2024,0,快活滴,m
#生育支持政策组合拳为何持续发力#著名相声表演艺术家苏文茂先生说：你看，咱想到的，人家也想到了。马志存先生回复：是呀，人家没想到的，你一辈子也想不到呀。,5094883497083179,0,来自天津,Tue Oct 29 18:39:06 +0800 2024,0,霍小兵,m
学学韩国,5094881418284089,0,来自广东,Tue Oct 29 18:30:51 +0800 2024,0,蚂蚁新村村长,m
别劝了别劝了,5094880693718987,0,来自福建,Tue Oct 29 18:27:58 +0800 2024,0,丁以琛,m
发钱和发文，他们选择了发文[挤眼],5095538336727409,1,来自天津,Thu Oct 31 14:01:12 +0800 2024,0,标点啊,m
儿孙自有儿孙福，没有儿孙我享福[笑cry],5095253911011593,1,来自山东,Wed Oct 30 19:10:59 +0800 2024,0,AndCounty-,m
要致富，先修路，少生孩子多种树,5095069384181960,1,来自云南,Wed Oct 30 06:57:46 +0800 2024,0,只踢屁股,m
直接发钱嘛  一个月随便三百五百都行 可以解决很大部分人的焦虑,5094957301632209,1,来自重庆,Tue Oct 29 23:32:23 +0800 2024,0,潇潇心爱,m
现在加班多严重知道吗？有时间？,5094951218057007,1,来自北京,Tue Oct 29 23:08:12 +0800 2024,0,灿晓宝,f
人工呼吸 心肺复苏 呼吸机 除颤仪能用的都给你用上，但就是不撒开掐着你脖子的手[笑cry],5094935435149393,1,来自黑龙江,Tue Oct 29 22:05:29 +0800 2024,0,阿一古ffff,m
香港ip有毒,5094927609890223,1,来自吉林,Tue Oct 29 21:34:24 +0800 2024,0,伊朗悍妇io,f
双休先落实了,5094927514208627,1,来自黑龙江,Tue Oct 29 21:34:01 +0800 2024,0,我的拉面说养乐多最好喝,m
可是，有很多很多人的工作是没有五险的，那么，她们还不是不能享津贴[二哈][二哈][二哈],5094910669884180,1,来自广西,Tue Oct 29 20:27:05 +0800 2024,0,清卿尘以,f
还是不知道问题出在哪是吧[裂开][裂开],5094908207565745,1,来自江苏,Tue Oct 29 20:17:18 +0800 2024,0,叶卡捷琳娜_,f
35+就裁员了，谁敢生,5094905929533564,1,来自北京,Tue Oct 29 20:08:15 +0800 2024,0,深山怪林老妖精,f
我是纯牛马！！,5094902526640942,1,来自江苏,Tue Oct 29 19:54:43 +0800 2024,1,Vin爱上羊的猪,f
就算给我一百万也不会生，除非给我一千万[比耶]可以考虑一下,5094902295695485,1,来自新疆,Tue Oct 29 19:53:48 +0800 2024,1,一心向清风,f
先把宝妈工作安排了,5094901341487809,1,来自江苏,Tue Oct 29 19:50:00 +0800 2024,0,夏日小风扇,f
有个儿子，特别想要女儿。但是两年前我算了一下养儿子花的钱，以及未来要花在他身上的钱，果断养了两只猫。然后发现还是养猫情绪价值高[允悲],5094900855472628,1,来自北京,Tue Oct 29 19:48:04 +0800 2024,0,别喊了檀健次在给孩子换尿布,f
把当年收拾超生的办法用来对付不生的人，效果肯定立竿见影,5094883029156947,1,来自江苏,Tue Oct 29 18:37:14 +0800 2024,0,wx滴滴香浓wx,m
普通公立幼儿园一学期的费用比大学一学期学费都贵......,5094865262875244,1,来自辽宁,Tue Oct 29 17:26:39 +0800 2024,0,拉钩钩100年不许变,f
@Limerence1,5094860731715897,1,来自山东,Tue Oct 29 17:08:39 +0800 2024,0,徐倩倩1994,f
强烈建议办理生育登记后，医保取消门诊额度，产检费用不占用门诊额度,5097021582872507,0,来自湖北,Mon Nov 04 16:15:06 +0800 2024,0,猫脚暗礁,f
不止一次的留连,5096882959550108,0,来自山西,Mon Nov 04 07:04:16 +0800 2024,0,梁来晓3,m
异地结婚建议翻2倍,5095971879128517,0,来自河南,Fri Nov 01 18:43:57 +0800 2024,0,丑叔365年,m
没钱不生,5095454038297770,0,来自浙江,Thu Oct 31 08:26:14 +0800 2024,0,Charles1110,m
//@isee-thelight:让有钱人生，下辈子都是有钱人,5095279985951078,0,来自安徽,Wed Oct 30 20:54:36 +0800 2024,0,日出而作日落而息过午申不食,f
告诉你了是调生 听不懂？,5099896325538175,0,来自吉林,Tue Nov 12 14:38:17 +0800 2024,0,了不起的铃兰小姐,f
闭嘴吧，生完娃我连追剧的时间都没得,5098489798987925,0,来自上海,Fri Nov 08 17:29:16 +0800 2024,0,你吃纳豆时喜欢放青椒吗,f
现在社会资源太不平衡，富人很富，穷人很穷，社会阶级矛盾越来越深导致的大部分人都不想生，若是每家老板都能像胖东来的老板那样，以员工幸福度为主线，让社会整体都提高幸福度，才能让普通人感觉到这个社会是有希望的，才能放心的孕育后代啊,5097426568086150,1,来自河北,Tue Nov 05 19:04:21 +0800 2024,0,刘雨寂,f
单位的体制，医疗，教育，食品安全都要对应跟得上啊！还有大量的同人文磕男同，女同的，新一代的孩子基本婚姻观，生育观都没了。怎么搞[裂开],5095946480519282,0,来自广东,Fri Nov 01 17:03:02 +0800 2024,0,星恒天下若尘,m
只生一个好，国家来养老[doge],5095891918392538,0,来自黑龙江,Fri Nov 01 13:26:13 +0800 2024,0,智勇双全狗大佬,m
杨笠说过：男人是垃圾。 婚都不想结了，要啥婚育率啊！[doge],5095647532811078,0,来自四川,Thu Oct 31 21:15:06 +0800 2024,0,凌云归去来兮,m
我生了俩，从哪领钱？一万两万不嫌多，一百两百不嫌少，你倒是给呀,5095562434839228,0,来自河北,Thu Oct 31 15:36:58 +0800 2024,0,你是球球吗323,m
然后过20年再计划生育，是吧[微笑],5095320565843729,0,来自江苏,Wed Oct 30 23:35:52 +0800 2024,0,对小鹿斑比和小熊猫毫无抵抗力,m
可快拉倒吧，生个孩子难。养个孩子更难。政策都是说的好听，下面根本就是阳奉阴违，连个响声都没有。,5095312814770584,0,来自河南,Wed Oct 30 23:05:04 +0800 2024,0,过期的昨天0805,f
[心],5095306137960681,0,来自福建,Wed Oct 30 22:38:31 +0800 2024,0,紫霞社区徐培秀,f
没有生育经验，不能胜任这份工作[抱抱],5095302027806705,0,来自江苏,Wed Oct 30 22:22:12 +0800 2024,0,此用户帅气突破天际,m
普通百姓好不容易房价接近买得起，住得起，这不又帮他们提上去了。,5095297758007320,0,来自福建,Wed Oct 30 22:05:14 +0800 2024,0,Jennifer_jerry,f
//@荣耀王者-tao:被霸凌又不保护[笑cry],5095277814612051,0,来自安徽,Wed Oct 30 20:45:58 +0800 2024,0,日出而作日落而息过午申不食,f
//@azure97:专家就是不肯睁开眼看看很多人一天12小时都在上班和上下班路上，剩下一点点自己时间还要吃饭清理处理个人事情，就问哪里有时间生孩子带孩子,5095276945082390,0,来自安徽,Wed Oct 30 20:42:31 +0800 2024,0,日出而作日落而息过午申不食,f
[微笑]什么时候被当人看就什么时候生，不然生下来两代人要辛苦一辈子，还要被不知道多少个鸡西副市长搜刮,5095257215337169,0,来自广东,Wed Oct 30 19:24:07 +0800 2024,0,daikugyuunyuu,m
人们只知道经济，而不去谈生育的博弈xing。孩子的容貌体态与智力品德无法预知预置，豪赌撞大运一般，堪称赌孩。人类繁衍遵循个体多样化原则，坏孩差孩是其政治正确，必然有大量坏孩差孩出生。国家有选美在内的筛选机制，而对于家庭，坏孩差孩何解何弃？难道人们自以为是觉得自己孩子必然是人中龙凤？,5095248172419093,0,来自吉林,Wed Oct 30 18:48:12 +0800 2024,0,后金科尔沁,m
这么好的事不得北上广，公务员先来个套餐啊？我是土狗，就不掺和了,5095236022046181,0,来自四川,Wed Oct 30 17:59:55 +0800 2024,0,秋瑛洙,f
我有了 也不敢要了,5095231162682675,0,来自广西,Wed Oct 30 17:40:37 +0800 2024,0,杨小连15778,f
谁推荐多生的，祝他20胞胎，天天帮他祈福，,5095219568050456,0,来自重庆,Wed Oct 30 16:54:31 +0800 2024,0,百卜bubu,f
能不能先管一管私企不给女员工哺乳假的问题,5095211107615256,0,来自江苏,Wed Oct 30 16:20:55 +0800 2024,0,月亮的回归线86,f
